0,1.68,1.51,20.577669143676758,83.25004577636719
5,8.74,3.3649999999999998,20.412921905517578,82.74507522583008
10,21.475,3.0199999999999996,20.66826820373535,82.3659896850586
15,30.965,3.05,20.69091796875,82.1828842163086
20,36.97,4.545,20.45583724975586,82.52120018005371
25,47.34,4.88,20.655155181884766,83.0690860748291
30,56.54,4.745,20.526885986328125,83.31418037414551
35,64.055,8.995000000000001,20.489931106567383,82.54218101501465
40,64.46000000000001,18.77,20.669937133789062,82.49926567077637
45,65.82499999999999,26.53,20.43914794921875,82.59010314941406
50,65.61,32.75,20.694971084594727,82.25893974304199
55,63.855,40.894999999999996,20.5228328704834,82.75604248046875
60,65.14,50.47,20.627975463867188,82.0930004119873
65,68.35,57.44,20.024776458740234,82.88216590881348
70,68.03,64.745,20.441770553588867,81.7570686340332
75,74.16,64.675,20.320415496826172,82.23509788513184
80,77.945,62.39,20.097017288208008,82.92508125305176
85,80.7,62.900000000000006,20.308971405029297,83.81891250610352
90,84.16,63.065,20.684003829956055,82.3659896850586
95,84.875,61.574999999999996,20.048141479492188,82.68022537231445
100,85.83500000000001,61.334999999999994,20.778894424438477,82.33213424682617
105,86.64500000000001,58.87,20.479917526245117,82.41510391235352
110,84.815,56.245000000000005,20.49112319946289,81.93302154541016
115,83.545,57.629999999999995,20.559072494506836,82.43918418884277
120,77.25999999999999,50.32,20.372867584228516,82.48305320739746
